student_totals_seniors_x,specific_interactions_1-on-1s_total,specific_interactions_group_total,specific_interactions_1-on-1s_at_least_one,specific_interactions_group_at_least_one,specific_interactions_parent_meetings,specific_interactions_parent_meetings_at_least_one,total_interactions_met_with_1_plus_times_(group_and_1_1),total_interactions_met_with_3_plus_times_(group_and_1_1),total_interactions_met_with_5_plus_times_(group_and_1_1),total_interactions_met_with_10_plus_times_(group_and_1_1),college_awareness_campus_visits,college_awareness_campus_visits_at_least_one,college_awareness_college_fair,college_awareness_college_fairs_at_least_one,college_awareness_college_rep_visits,college_awareness_college_rep_visits_at_least_one,act_sats_completed,act_sats_registered_for_sat_or_act,act_sats_registered_for_sat,act_sats_registered_for_act,act_sats_assisted_registration_with_sat_or_act,act_sats_assisted_registration_with_sat,act_sats_assisted_registration_with_act,act_sats_waiver,act_sats_assisted_waiver,act_sats_sat_act_prep_meetings,act_sats_sat_act_prep_meetings_at_least_one,college_apps_submitted_1_plus_apps,college_apps_submitted_3_plus_apps,college_apps_submitted_5_plus_apps,college_apps_submitted_total_#_submitted,college_apps_accepted_1_plus_apps,college_apps_accepted_3_plus_apps,college_apps_accepted_5_plus_apps,college_apps_accepted_total_#_accepted,college_waivers_students_w_1_plus,college_waivers_total_#_waivers,college_waivers_total_waiver_dollars,institutional_aid_students_w_1_plus,institutional_aid_total_dollars,institutional_aid_students_w_1_plus_award_letter_reviews,institutional_aid_total_award_letter_meetings,fafsa_submitted,scholarships_students_w_1_plus,scholarships_total_dollars,year_starting,school_name,specific_interactions_1-on-1s_total_rate,specific_interactions_group_total_rate,specific_interactions_1-on-1s_at_least_one_rate,specific_interactions_group_at_least_one_rate,specific_interactions_parent_meetings_rate,specific_interactions_parent_meetings_at_least_one_rate,total_interactions_met_with_1_plus_times_(group_and_1_1)_rate,total_interactions_met_with_3_plus_times_(group_and_1_1)_rate,total_interactions_met_with_5_plus_times_(group_and_1_1)_rate,total_interactions_met_with_10_plus_times_(group_and_1_1)_rate,college_awareness_campus_visits_rate,college_awareness_campus_visits_at_least_one_rate,college_awareness_college_fair_rate,college_awareness_college_fairs_at_least_one_rate,college_awareness_college_rep_visits_rate,college_awareness_college_rep_visits_at_least_one_rate,act_sats_completed_rate,act_sats_registered_for_sat_or_act_rate,act_sats_registered_for_sat_rate,act_sats_registered_for_act_rate,act_sats_assisted_registration_with_sat_or_act_rate,act_sats_assisted_registration_with_sat_rate,act_sats_assisted_registration_with_act_rate,act_sats_waiver_rate,act_sats_assisted_waiver_rate,act_sats_sat_act_prep_meetings_rate,act_sats_sat_act_prep_meetings_at_least_one_rate,college_apps_submitted_1_plus_apps_rate,college_apps_submitted_3_plus_apps_rate,college_apps_submitted_5_plus_apps_rate,college_apps_submitted_total_#_submitted_rate,college_apps_accepted_1_plus_apps_rate,college_apps_accepted_3_plus_apps_rate,college_apps_accepted_5_plus_apps_rate,college_apps_accepted_total_#_accepted_rate,college_waivers_students_w_1_plus_rate,college_waivers_total_#_waivers_rate,college_waivers_total_waiver_dollars_rate,institutional_aid_students_w_1_plus_rate,institutional_aid_total_dollars_rate,institutional_aid_students_w_1_plus_award_letter_reviews_rate,institutional_aid_total_award_letter_meetings_rate,fafsa_submitted_rate,scholarships_students_w_1_plus_rate,scholarships_total_dollars_rate,student_totals_seniors_y,vdoe_total,enrolled,total_female,enrolled_female,total_male,enrolled_male,total_asian,enrolled_asian,total_black,enrolled_black,total_hispanic,enrolled_hispanic,total_white,enrolled_white,total_two,enrolled_two,econ_total,econ_enrolled,lep_total,lep_enrolled,disabilities_total,disabilities_enrolled
103.0,467.0,253.0,88.0,86.0,31.0,19.0,93.0,83.0,62.0,27.0,15.0,15.0,4.0,4.0,12.0,11.0,56.0,64.0,63.0,6.0,39.0,38.0,6.0,39.0,30.0,0.0,0.0,78.0,33.0,19.0,226.0,77.0,25.0,13.0,177.0,29.0,83.0,4475.0,16.0,488292.0,2.0,6.0,55.0,19.0,86450.0,2017,Washington and Lee High School ,4.533980582524272,2.4563106796116503,0.8543689320388349,0.8349514563106796,0.3009708737864077,0.1844660194174757,0.9029126213592232,0.8058252427184466,0.6019417475728155,0.2621359223300971,0.145631067961165,0.145631067961165,0.0388349514563106,0.0388349514563106,0.116504854368932,0.1067961165048543,0.5436893203883495,0.6213592233009708,0.6116504854368932,0.058252427184466,0.3786407766990291,0.3689320388349514,0.058252427184466,0.3786407766990291,0.2912621359223301,0.0,0.0,0.7572815533980582,0.3203883495145631,0.1844660194174757,2.1941747572815533,0.7475728155339806,0.2427184466019417,0.1262135922330097,1.7184466019417477,0.2815533980582524,0.8058252427184466,43.44660194174757,0.1553398058252427,4740.699029126214,0.0194174757281553,0.058252427184466,0.5339805825242718,0.1844660194174757,839.3203883495146,103,114,60,65,38,49,22,,,52.0,28.0,,,50.0,26.0,,,66.0,37.0,,,10.0,1.0
139.0,326.0,156.0,137.0,122.0,5.0,3.0,137.0,95.0,28.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,59.0,68.0,67.0,14.0,42.0,42.0,8.0,23.0,23.0,0.0,0.0,110.0,43.0,18.0,310.0,110.0,36.0,12.0,268.0,3.0,5.0,280.0,43.0,4611300.0,12.0,12.0,89.0,27.0,132550.0,2017,Chatham High School (Virginia),2.3453237410071943,1.1223021582733812,0.9856115107913668,0.8776978417266187,0.0359712230215827,0.0215827338129496,0.9856115107913668,0.6834532374100719,0.2014388489208633,0.0215827338129496,0.0,0.0,0.0,0.0,0.0287769784172661,0.0287769784172661,0.4244604316546763,0.4892086330935252,0.4820143884892086,0.1007194244604316,0.302158273381295,0.302158273381295,0.0575539568345323,0.1654676258992805,0.1654676258992805,0.0,0.0,0.7913669064748201,0.3093525179856115,0.1294964028776978,2.2302158273381294,0.7913669064748201,0.2589928057553957,0.0863309352517985,1.9280575539568343,0.0215827338129496,0.0359712230215827,2.014388489208633,0.3093525179856115,33174.82014388489,0.0863309352517985,0.0863309352517985,0.6402877697841727,0.1942446043165467,953.5971223021584,139,151,102,70,54,81,48,,,38.0,26.0,,,103.0,69.0,,,74.0,50.0,,,16.0,11.0
255.0,381.0,477.0,174.0,168.0,38.0,26.0,210.0,137.0,57.0,19.0,33.0,27.0,13.0,11.0,162.0,80.0,102.0,120.0,118.0,8.0,8.0,8.0,0.0,7.0,6.0,8.0,3.0,181.0,70.0,27.0,449.0,180.0,57.0,14.0,390.0,27.0,50.0,2650.0,37.0,1858704.0,1.0,4.0,142.0,39.0,599840.0,2017,Fluvanna County High School,1.4941176470588236,1.8705882352941177,0.6823529411764706,0.6588235294117647,0.1490196078431372,0.1019607843137254,0.8235294117647058,0.5372549019607843,0.2235294117647059,0.0745098039215686,0.1294117647058823,0.1058823529411764,0.0509803921568627,0.0431372549019607,0.6352941176470588,0.3137254901960784,0.4,0.4705882352941176,0.4627450980392157,0.0313725490196078,0.0313725490196078,0.0313725490196078,0.0,0.0274509803921568,0.0235294117647058,0.0313725490196078,0.0117647058823529,0.7098039215686275,0.2745098039215686,0.1058823529411764,1.7607843137254902,0.7058823529411765,0.2235294117647059,0.0549019607843137,1.5294117647058822,0.1058823529411764,0.196078431372549,10.392156862745098,0.1450980392156863,7289.035294117647,0.0039215686274509,0.0156862745098039,0.5568627450980392,0.1529411764705882,2352.313725490196,255,256,177,144,107,112,70,,,40.0,27.0,18.0,12.0,178.0,126.0,18,10,72.0,37.0,,,22.0,8.0
375.0,2075.0,344.0,295.0,155.0,204.0,99.0,305.0,210.0,165.0,95.0,30.0,28.0,0.0,0.0,205.0,113.0,202.0,207.0,202.0,49.0,104.0,101.0,23.0,68.0,67.0,0.0,0.0,232.0,82.0,26.0,546.0,226.0,37.0,8.0,379.0,14.0,24.0,1465.0,68.0,5311588.0,72.0,80.0,213.0,72.0,277600.0,2017,Louisa County High School,5.533333333333333,0.9173333333333332,0.7866666666666666,0.4133333333333333,0.544,0.264,0.8133333333333334,0.56,0.44,0.2533333333333333,0.08,0.0746666666666666,0.0,0.0,0.5466666666666666,0.3013333333333333,0.5386666666666666,0.552,0.5386666666666666,0.1306666666666666,0.2773333333333333,0.2693333333333333,0.0613333333333333,0.1813333333333333,0.1786666666666666,0.0,0.0,0.6186666666666667,0.2186666666666666,0.0693333333333333,1.456,0.6026666666666667,0.0986666666666666,0.0213333333333333,1.0106666666666666,0.0373333333333333,0.064,3.9066666666666663,0.1813333333333333,14164.234666666667,0.192,0.2133333333333333,0.568,0.192,740.2666666666667,375,287,170,158,105,129,65,,,61.0,36.0,,,204.0,118.0,12,9,98.0,46.0,,,33.0,11.0
204.0,522.0,543.0,190.0,185.0,127.0,74.0,198.0,175.0,102.0,14.0,0.0,0.0,0.0,0.0,165.0,69.0,96.0,107.0,107.0,24.0,81.0,79.0,18.0,31.0,30.0,0.0,0.0,161.0,68.0,37.0,464.0,156.0,31.0,9.0,284.0,2.0,2.0,130.0,36.0,2153116.0,44.0,49.0,111.0,46.0,400462.0,2017,William Monroe High School,2.5588235294117645,2.661764705882353,0.931372549019608,0.9068627450980392,0.6225490196078431,0.3627450980392157,0.9705882352941176,0.8578431372549019,0.5,0.0686274509803921,0.0,0.0,0.0,0.0,0.8088235294117647,0.3382352941176471,0.4705882352941176,0.5245098039215687,0.5245098039215687,0.1176470588235294,0.3970588235294117,0.3872549019607843,0.088235294117647,0.1519607843137254,0.1470588235294117,0.0,0.0,0.7892156862745098,0.3333333333333333,0.1813725490196078,2.2745098039215685,0.7647058823529411,0.1519607843137254,0.0441176470588235,1.392156862745098,0.0098039215686274,0.0098039215686274,0.6372549019607843,0.1764705882352941,10554.490196078432,0.2156862745098039,0.2401960784313725,0.5441176470588235,0.2254901960784313,1963.049019607843,204,224,140,107,79,117,61,,,18.0,11.0,17.0,8.0,174.0,108.0,,,63.0,28.0,,,,
183.0,95.0,249.0,57.0,152.0,3.0,3.0,153.0,49.0,6.0,0.0,0.0,0.0,0.0,0.0,33.0,25.0,70.0,76.0,76.0,8.0,65.0,65.0,4.0,65.0,65.0,0.0,0.0,103.0,36.0,23.0,281.0,101.0,23.0,9.0,185.0,0.0,0.0,297.5,20.0,1717172.0,0.0,0.0,84.0,33.0,70600.0,2017,Dan River High School,0.5191256830601093,1.360655737704918,0.3114754098360656,0.8306010928961749,0.0163934426229508,0.0163934426229508,0.8360655737704918,0.2677595628415301,0.0327868852459016,0.0,0.0,0.0,0.0,0.0,0.180327868852459,0.1366120218579235,0.3825136612021858,0.4153005464480874,0.4153005464480874,0.0437158469945355,0.3551912568306011,0.3551912568306011,0.0218579234972677,0.3551912568306011,0.3551912568306011,0.0,0.0,0.5628415300546448,0.1967213114754098,0.1256830601092896,1.53551912568306,0.5519125683060109,0.1256830601092896,0.0491803278688524,1.010928961748634,0.0,0.0,1.6256830601092895,0.1092896174863388,9383.453551912567,0.0,0.0,0.4590163934426229,0.180327868852459,385.792349726776,183,158,91,72,43,86,48,,,54.0,30.0,,,102.0,60.0,,,78.0,39.0,,,15.0,7.0
351.0,598.0,281.0,228.0,155.0,43.0,40.0,262.0,142.0,68.0,9.0,34.0,29.0,119.0,97.0,234.0,93.0,155.0,181.0,173.0,39.0,75.0,73.0,18.0,64.0,63.0,121.0,46.0,224.0,75.0,33.0,545.0,215.0,56.0,18.0,425.0,5.0,7.0,7.0,43.0,1514429.0,19.0,19.0,162.0,78.0,299050.0,2017,Orange County High School,1.7037037037037035,0.8005698005698005,0.6495726495726496,0.4415954415954416,0.1225071225071225,0.1139601139601139,0.7464387464387464,0.4045584045584046,0.1937321937321937,0.0256410256410256,0.0968660968660968,0.0826210826210826,0.339031339031339,0.2763532763532763,0.6666666666666666,0.2649572649572649,0.4415954415954416,0.5156695156695157,0.4928774928774929,0.1111111111111111,0.2136752136752136,0.2079772079772079,0.0512820512820512,0.1823361823361823,0.1794871794871795,0.3447293447293447,0.131054131054131,0.6381766381766382,0.2136752136752136,0.094017094017094,1.552706552706553,0.6125356125356125,0.1595441595441595,0.0512820512820512,1.210826210826211,0.0142450142450142,0.0199430199430199,0.0199430199430199,0.1225071225071225,4314.612535612536,0.0541310541310541,0.0541310541310541,0.4615384615384615,0.2222222222222222,851.994301994302,351,362,185,172,108,190,77,,,70.0,37.0,17.0,10.0,251.0,123.0,21,14,99.0,32.0,,,22.0,7.0
75.0,486.0,258.0,69.0,69.0,44.0,25.0,72.0,64.0,60.0,31.0,3.0,3.0,0.0,0.0,134.0,45.0,44.0,49.0,48.0,2.0,26.0,25.0,2.0,24.0,21.0,0.0,0.0,56.0,29.0,10.0,158.0,54.0,21.0,4.0,126.0,20.0,53.0,3020.0,15.0,374201.0,5.0,6.0,47.0,25.0,68125.0,2017,Rappahannock High School,6.48,3.44,0.92,0.92,0.5866666666666667,0.3333333333333333,0.96,0.8533333333333334,0.8,0.4133333333333333,0.04,0.04,0.0,0.0,1.7866666666666666,0.6,0.5866666666666667,0.6533333333333333,0.64,0.0266666666666666,0.3466666666666667,0.3333333333333333,0.0266666666666666,0.32,0.28,0.0,0.0,0.7466666666666667,0.3866666666666666,0.1333333333333333,2.1066666666666665,0.72,0.28,0.0533333333333333,1.68,0.2666666666666666,0.7066666666666667,40.266666666666666,0.2,4989.346666666666,0.0666666666666666,0.08,0.6266666666666667,0.3333333333333333,908.3333333333334,75,63,38,27,18,36,20,,,,,,,58.0,35.0,,,15.0,6.0,,,,
305.0,1137.0,576.0,213.0,242.0,133.0,82.0,263.0,210.0,138.0,47.0,0.0,0.0,3.0,3.0,234.0,89.0,134.0,156.0,155.0,23.0,127.0,127.0,0.0,121.0,121.0,27.0,17.0,194.0,90.0,41.0,588.0,176.0,50.0,14.0,378.0,69.0,145.0,8165.0,42.0,2395932.0,5.0,6.0,149.0,62.0,139930.0,2017,George Washington High School,3.727868852459016,1.8885245901639345,0.6983606557377049,0.7934426229508197,0.4360655737704918,0.2688524590163934,0.8622950819672132,0.6885245901639344,0.4524590163934426,0.1540983606557377,0.0,0.0,0.0098360655737704,0.0098360655737704,0.7672131147540984,0.2918032786885245,0.4393442622950819,0.5114754098360655,0.5081967213114754,0.0754098360655737,0.4163934426229508,0.4163934426229508,0.0,0.3967213114754098,0.3967213114754098,0.0885245901639344,0.0557377049180327,0.6360655737704918,0.2950819672131147,0.1344262295081967,1.9278688524590164,0.5770491803278689,0.1639344262295081,0.0459016393442622,1.239344262295082,0.2262295081967213,0.4754098360655737,26.770491803278688,0.1377049180327869,7855.514754098361,0.0163934426229508,0.0196721311475409,0.4885245901639344,0.2032786885245901,458.78688524590166,305,245,144,128,78,117,66,,,158.0,91.0,17.0,13.0,68.0,38.0,,,86.0,43.0,,,21.0,4.0
171.0,889.0,273.0,133.0,169.0,31.0,21.0,169.0,123.0,88.0,36.0,43.0,30.0,93.0,93.0,72.0,46.0,82.0,94.0,93.0,43.0,58.0,58.0,31.0,47.0,46.0,0.0,0.0,112.0,50.0,26.0,331.0,106.0,34.0,13.0,241.0,29.0,82.0,4335.0,11.0,918948.0,10.0,19.0,76.0,40.0,284900.0,2017,Nelson County High School,5.1988304093567255,1.5964912280701755,0.7777777777777778,0.9883040935672516,0.1812865497076023,0.1228070175438596,0.9883040935672516,0.7192982456140351,0.5146198830409356,0.2105263157894736,0.2514619883040935,0.175438596491228,0.543859649122807,0.543859649122807,0.4210526315789473,0.2690058479532163,0.47953216374269,0.5497076023391813,0.543859649122807,0.2514619883040935,0.3391812865497076,0.3391812865497076,0.1812865497076023,0.2748538011695906,0.2690058479532163,0.0,0.0,0.6549707602339181,0.2923976608187134,0.1520467836257309,1.935672514619883,0.6198830409356725,0.1988304093567251,0.0760233918128654,1.409356725146199,0.1695906432748538,0.47953216374269,25.350877192982452,0.0643274853801169,5373.964912280701,0.0584795321637426,0.1111111111111111,0.4444444444444444,0.2339181286549707,1666.0818713450292,171,136,72,74,54,62,18,,,20.0,8.0,,,103.0,57.0,,,63.0,27.0,,,,
92.0,385.0,336.0,81.0,84.0,72.0,30.0,88.0,79.0,67.0,28.0,21.0,13.0,27.0,27.0,94.0,44.0,44.0,48.0,47.0,11.0,11.0,11.0,2.0,6.0,4.0,0.0,0.0,72.0,31.0,17.0,204.0,68.0,21.0,10.0,153.0,12.0,26.0,1560.0,26.0,460002.0,3.0,4.0,57.0,31.0,192850.0,2017,Lancaster High School (UVA),4.184782608695652,3.652173913043478,0.8804347826086957,0.9130434782608696,0.782608695652174,0.3260869565217391,0.9565217391304348,0.8586956521739131,0.7282608695652174,0.3043478260869565,0.2282608695652173,0.1413043478260869,0.2934782608695652,0.2934782608695652,1.0217391304347827,0.4782608695652174,0.4782608695652174,0.5217391304347826,0.5108695652173914,0.1195652173913043,0.1195652173913043,0.1195652173913043,0.0217391304347826,0.0652173913043478,0.0434782608695652,0.0,0.0,0.782608695652174,0.3369565217391304,0.1847826086956521,2.217391304347826,0.7391304347826086,0.2282608695652173,0.108695652173913,1.6630434782608696,0.1304347826086956,0.2826086956521739,16.956521739130434,0.2826086956521739,5000.021739130435,0.0326086956521739,0.0434782608695652,0.6195652173913043,0.3369565217391304,2096.195652173913,92,82,51,40,24,42,27,,,51.0,29.0,,,27.0,18.0,,,47.0,23.0,,,,
256.0,205.0,275.0,102.0,187.0,0.0,0.0,209.0,74.0,18.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,104.0,106.0,106.0,22.0,90.0,87.0,20.0,6.0,6.0,0.0,0.0,143.0,31.0,14.0,291.0,139.0,13.0,2.0,207.0,0.0,0.0,297.5,26.0,2355684.0,1.0,1.0,130.0,72.0,154065.0,2017,Tunstall High School,0.80078125,1.07421875,0.3984375,0.73046875,0.0,0.0,0.81640625,0.2890625,0.0703125,0.00390625,0.0,0.0,0.0,0.0,0.015625,0.00390625,0.40625,0.4140625,0.4140625,0.0859375,0.3515625,0.33984375,0.078125,0.0234375,0.0234375,0.0,0.0,0.55859375,0.12109375,0.0546875,1.13671875,0.54296875,0.05078125,0.0078125,0.80859375,0.0,0.0,1.162109375,0.1015625,9201.890625,0.00390625,0.00390625,0.5078125,0.28125,601.81640625,256,221,157,103,76,118,81,,,31.0,18.0,,,178.0,128.0,,,72.0,39.0,,,20.0,5.0
254.0,370.0,90.0,151.0,76.0,9.0,7.0,174.0,76.0,24.0,0.0,15.0,15.0,14.0,14.0,24.0,14.0,30.0,69.0,65.0,18.0,53.0,50.0,14.0,30.0,28.0,0.0,0.0,71.0,38.0,8.0,205.0,33.0,9.0,1.0,66.0,1.0,1.0,50.0,16.0,1665752.0,0.0,0.0,60.0,3.0,20000.0,2017,Magna Vista High School,1.4566929133858268,0.3543307086614173,0.594488188976378,0.2992125984251969,0.0354330708661417,0.0275590551181102,0.6850393700787402,0.2992125984251969,0.0944881889763779,0.0,0.0590551181102362,0.0590551181102362,0.0551181102362204,0.0551181102362204,0.0944881889763779,0.0551181102362204,0.1181102362204724,0.2716535433070866,0.2559055118110236,0.0708661417322834,0.2086614173228346,0.1968503937007874,0.0551181102362204,0.1181102362204724,0.1102362204724409,0.0,0.0,0.2795275590551181,0.1496062992125984,0.0314960629921259,0.8070866141732284,0.1299212598425196,0.0354330708661417,0.0039370078740157,0.2598425196850393,0.0039370078740157,0.0039370078740157,0.1968503937007874,0.0629921259842519,6558.078740157481,0.0,0.0,0.2362204724409448,0.0118110236220472,78.74015748031496,254,209,143,108,88,101,55,,,52.0,35.0,27.0,16.0,114.0,80.0,12,9,104.0,58.0,,,,
181.0,1694.0,307.0,179.0,63.0,1.0,1.0,179.0,83.0,83.0,77.0,25.0,25.0,51.0,51.0,94.0,42.0,170.0,172.0,172.0,0.0,172.0,172.0,0.0,172.0,172.0,0.0,0.0,93.0,35.0,21.0,308.0,92.0,33.0,17.0,258.0,44.0,189.0,7190.0,26.0,2516228.0,30.0,53.0,98.0,6.0,372800.0,2017,Armstrong High School,9.359116022099448,1.6961325966850829,0.988950276243094,0.3480662983425414,0.005524861878453,0.005524861878453,0.988950276243094,0.4585635359116022,0.4585635359116022,0.425414364640884,0.1381215469613259,0.1381215469613259,0.281767955801105,0.281767955801105,0.5193370165745856,0.2320441988950276,0.9392265193370166,0.9502762430939228,0.9502762430939228,0.0,0.9502762430939228,0.9502762430939228,0.0,0.9502762430939228,0.9502762430939228,0.0,0.0,0.5138121546961326,0.1933701657458563,0.1160220994475138,1.701657458563536,0.5082872928176796,0.1823204419889502,0.0939226519337016,1.425414364640884,0.2430939226519337,1.0441988950276244,39.72375690607735,0.143646408839779,13901.812154696132,0.1657458563535911,0.292817679558011,0.5414364640883977,0.0331491712707182,2059.6685082872928,181,149,50,90,38,59,12,,,143.0,47.0,,,,,,,127.0,40.0,,,31.0,8.0
838.0,183.0,884.0,91.0,546.0,247.0,223.0,561.0,108.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,422.0,59.0,41.0,752.0,318.0,23.0,8.0,407.0,0.0,0.0,313.75,2.0,78084.0,5.0,5.0,521.0,149.0,1338262.0,2017,Alexandria City High School,0.2183770883054892,1.0548926014319808,0.1085918854415274,0.6515513126491647,0.2947494033412888,0.2661097852028639,0.6694510739856802,0.1288782816229117,0.0214797136038186,0.0047732696897374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035799522673031,0.0035799522673031,0.0,0.0035799522673031,0.0035799522673031,0.0,0.0035799522673031,0.0011933174224343,0.0,0.0,0.5035799522673031,0.0704057279236276,0.048926014319809,0.8973747016706444,0.3794749403341289,0.0274463007159904,0.0095465393794749,0.4856801909307875,0.0,0.0,0.3744033412887828,0.0023866348448687,93.17899761336515,0.0059665871121718,0.0059665871121718,0.6217183770883055,0.1778042959427207,1596.9713603818616,838,668,466,341,255,327,211,44.0,36.0,242.0,179.0,215.0,111.0,143.0,119.0,20,18,410.0,272.0,182.0,99.0,47.0,26.0
283.0,730.0,339.0,211.0,196.0,141.0,93.0,229.0,135.0,86.0,22.0,116.0,39.0,58.0,58.0,316.0,114.0,202.0,207.0,207.0,2.0,150.0,150.0,1.0,16.0,12.0,21.0,20.0,191.0,21.0,13.0,308.0,68.0,14.0,6.0,129.0,20.0,55.0,2540.0,15.0,890442.0,3.0,3.0,162.0,9.0,387500.0,2017,Huguenot High School,2.579505300353357,1.197879858657244,0.7455830388692579,0.6925795053003534,0.4982332155477031,0.3286219081272085,0.8091872791519434,0.4770318021201413,0.303886925795053,0.07773851590106,0.4098939929328622,0.1378091872791519,0.2049469964664311,0.2049469964664311,1.11660777385159,0.4028268551236749,0.7137809187279152,0.7314487632508834,0.7314487632508834,0.0070671378091872,0.5300353356890459,0.5300353356890459,0.0035335689045936,0.0565371024734982,0.0424028268551236,0.0742049469964664,0.0706713780918728,0.6749116607773852,0.0742049469964664,0.0459363957597173,1.088339222614841,0.2402826855123674,0.0494699646643109,0.0212014134275618,0.4558303886925795,0.0706713780918728,0.1943462897526501,8.975265017667844,0.0530035335689045,3146.4381625441697,0.0106007067137809,0.0106007067137809,0.5724381625441696,0.0318021201413427,1369.2579505300353,283,251,113,141,75,110,38,,,207.0,92.0,26.0,6.0,16.0,13.0,,,158.0,59.0,23.0,6.0,40.0,11.0
179.0,201.0,66.0,114.0,58.0,12.0,11.0,130.0,27.0,8.0,0.0,16.0,16.0,0.0,0.0,37.0,29.0,86.0,91.0,90.0,7.0,47.0,46.0,6.0,27.0,27.0,0.0,0.0,145.0,51.0,20.0,350.0,142.0,18.0,5.0,221.0,16.0,27.0,1460.0,34.0,1875330.0,11.0,14.0,125.0,0.0,228447.5,2017,Patrick County High School,1.1229050279329609,0.3687150837988827,0.6368715083798883,0.3240223463687151,0.0670391061452514,0.0614525139664804,0.7262569832402235,0.1508379888268156,0.0446927374301676,0.0,0.0893854748603352,0.0893854748603352,0.0,0.0,0.2067039106145251,0.1620111731843575,0.4804469273743016,0.5083798882681564,0.5027932960893855,0.0391061452513966,0.2625698324022346,0.2569832402234637,0.0335195530726257,0.1508379888268156,0.1508379888268156,0.0,0.0,0.8100558659217877,0.2849162011173184,0.1117318435754189,1.9553072625698324,0.7932960893854749,0.1005586592178771,0.0279329608938547,1.23463687150838,0.0893854748603352,0.1508379888268156,8.156424581005586,0.1899441340782122,10476.703910614526,0.0614525139664804,0.0782122905027933,0.6983240223463687,0.0,1276.2430167597763,179,180,118,95,70,85,48,,,,,12.0,10.0,148.0,95.0,11,7,65.0,39.0,,,,
254.0,767.0,334.0,222.0,171.0,49.0,40.0,222.0,172.0,92.0,20.0,61.0,34.0,3.0,3.0,85.0,48.0,162.0,169.0,163.0,30.0,51.0,45.0,17.0,74.0,53.0,23.0,4.0,205.0,133.0,97.0,1058.0,202.0,99.0,47.0,649.0,60.0,368.0,54249.0,16.0,473390.0,16.0,27.0,140.0,50.0,711690.0,2017,Charlottesville High School,3.0196850393700787,1.31496062992126,0.8740157480314961,0.6732283464566929,0.1929133858267716,0.1574803149606299,0.8740157480314961,0.6771653543307087,0.3622047244094488,0.0787401574803149,0.2401574803149606,0.1338582677165354,0.0118110236220472,0.0118110236220472,0.3346456692913386,0.1889763779527559,0.6377952755905512,0.6653543307086615,0.6417322834645669,0.1181102362204724,0.2007874015748031,0.1771653543307086,0.0669291338582677,0.2913385826771653,0.2086614173228346,0.0905511811023622,0.0157480314960629,0.8070866141732284,0.5236220472440944,0.3818897637795275,4.165354330708661,0.7952755905511811,0.389763779527559,0.1850393700787401,2.5551181102362204,0.2362204724409448,1.4488188976377954,213.57874015748035,0.0629921259842519,1863.740157480315,0.0629921259842519,0.1062992125984252,0.5511811023622047,0.1968503937007874,2801.9291338582675,254,264,187,126,89,138,98,15.0,11.0,79.0,53.0,26.0,12.0,132.0,103.0,10,8,112.0,68.0,24.0,15.0,21.0,6.0
107.0,334.0,105.0,97.0,77.0,2.0,2.0,100.0,59.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,44.0,42.0,14.0,28.0,27.0,12.0,24.0,24.0,0.0,0.0,78.0,21.0,7.0,167.0,77.0,11.0,3.0,128.0,6.0,11.0,670.0,18.0,1229920.0,13.0,13.0,60.0,25.0,118045.0,2017,Gretna High School,3.121495327102804,0.9813084112149532,0.9065420560747663,0.719626168224299,0.0186915887850467,0.0186915887850467,0.9345794392523364,0.5514018691588785,0.3644859813084112,0.0560747663551401,0.0,0.0,0.0,0.0,0.0,0.0,0.3644859813084112,0.411214953271028,0.3925233644859813,0.1308411214953271,0.2616822429906542,0.2523364485981308,0.1121495327102803,0.2242990654205607,0.2242990654205607,0.0,0.0,0.7289719626168224,0.1962616822429906,0.0654205607476635,1.560747663551402,0.719626168224299,0.102803738317757,0.02803738317757,1.1962616822429906,0.0560747663551401,0.102803738317757,6.261682242990654,0.1682242990654205,11494.579439252337,0.1214953271028037,0.1214953271028037,0.5607476635514018,0.2336448598130841,1103.2242990654206,107,114,66,48,34,66,32,,,39.0,22.0,,,69.0,40.0,,,73.0,38.0,,,14.0,4.0
